player,role,role_mantra,team,Prezzo_Consigliato_Cr,NN_FV_Atteso,NN_MV_Atteso,NN_Rischio_Std,Prob_Bonus_Ge_8_%,Prob_Picco_Ge_10_%,Clean_Sheet_%,FVM_1000,n_stagioni,mv_media_3y,mv_storica,mv_std,mv_trend,availability,gol_per_pg,ass_per_pg,amm_per_pg,rig_per_pg,n_seasons_us,xg_media_3y,xa_media_3y,xg_per90,xa_per90,npxg_per90,shots_per90,offensive_index,gf_avg_3y,giorni_infortunio_3y,n_infortuni_3y,infortunio_grave,malus_infortuni,starts_2627,sub_apps_2627,minutes_2627,is_starter_2627,starter_pct_2627,score_composito,score_composito_base,predicted_pts_p10,predicted_pts_p50,predicted_pts_p90,pts_volatility_spread,vorp_points,adj_market_fvm,prezzo_fair_1000,prezzo_fair_500,surplus_value_cr
Malen,A,Pc,ROM,38,45.0,6.0,0.5,0.0,0.0,0.0,450,1.0,6.72,6.72,0.0,,0.474,0.778,0.111,0.056,0.167,1.0,15.205,1.548,0.913,0.093,0.73,4.203,1.0268,2.203,44,6,0,0.171,2,0,135,True,1.0,0.678,0.6958,182.0,286.5,311.4,129.4,171.2,450.0,394,194,-56
Paz N.,C,T;A,COM,29,24.5,6.0,0.5,0.0,0.0,0.0,245,2.0,6.373,6.375,0.005,,0.895,0.265,0.176,0.162,0.0,2.0,9.256,6.256,0.303,0.201,0.266,3.707,1.0068,1.982,23,3,0,0.089,0,0,0,False,0.0,0.6248,0.6333,182.0,241.5,252.7,70.7,58.8,252.0,194,95,-51
Krstovic,A,Pc,ATA,18,9.8,6.0,0.5,0.0,0.0,0.0,98,3.0,6.082,6.04,0.102,0.125,0.895,0.275,0.108,0.137,0.029,3.0,14.002,3.166,0.5,0.117,0.444,4.056,1.0354,2.298,3,2,0,0.012,0,2,52,False,0.0,0.6186,0.6197,182.0,236.1,238.1,56.1,120.8,98.0,84,42,-14
Douvikas,A,Pc,COM,22,18.5,6.0,0.5,0.0,0.0,0.0,185,2.0,6.19,6.195,0.015,,0.632,0.333,0.042,0.021,0.021,2.0,11.16,1.816,0.575,0.114,0.551,2.481,1.0068,1.982,10,4,0,0.039,2,0,180,True,1.0,0.5974,0.6009,183.8,241.4,250.4,66.6,126.1,185.0,160,79,-25
Laurientè,A,A,SAS,15,8.3,6.0,0.5,0.0,0.0,0.0,83,1.0,6.23,6.23,0.0,,0.974,0.189,0.243,0.108,0.0,3.0,4.913,6.295,0.168,0.217,0.159,2.419,0.9714,1.594,0,0,0,0.0,2,0,180,True,1.0,0.5733,0.5733,182.0,258.8,259.2,77.2,143.5,83.0,71,35,-12
David,A,Pc,JUV,8,2.5,6.0,0.5,0.0,0.0,0.0,25,1.0,5.77,5.77,0.0,,0.789,0.2,0.067,0.0,0.0,1.0,11.464,4.232,0.578,0.214,0.54,2.068,1.0076,1.992,5,2,0,0.019,1,1,57,True,0.5,0.5688,0.5704,179.8,212.4,212.7,32.9,97.1,25.0,22,11,-3
Da Cunha,C,C;T,COM,18,8.7,6.0,0.5,0.0,0.0,0.0,87,2.0,6.26,6.22,0.12,,0.921,0.129,0.086,0.114,0.057,2.0,5.145,5.31,0.142,0.177,0.091,1.316,1.0068,1.982,0,0,0,0.0,1,1,111,True,0.5,0.5675,0.5675,182.0,234.0,234.6,52.6,51.3,87.0,57,28,-30
Dimarco,D,E;W,INT,31,24.0,6.0,0.5,0.0,0.0,0.0,240,10.0,6.483,5.594,1.875,0.3897,0.637,0.139,0.199,0.085,0.0,4.0,5.566,10.07,0.178,0.394,0.178,2.141,1.1,3.009,56,7,0,0.218,2,0,180,True,1.0,0.5626,0.5816,182.3,234.8,239.2,56.9,59.6,185.0,100,48,-140
Martinez L.,A,Pc,INT,33,36.1,6.0,0.5,0.0,0.0,0.0,361,8.0,6.382,6.35,0.172,0.0352,0.852,0.51,0.112,0.135,0.042,1.0,1.261,0.421,0.353,0.118,0.353,3.913,1.1,3.009,140,12,0,0.544,2,0,144,True,1.0,0.5608,0.6106,182.0,243.0,247.9,65.9,127.7,440.0,385,189,24
Thuram,A,Pc,INT,28,24.9,6.0,0.5,0.0,0.0,0.0,249,3.0,6.415,6.433,0.086,-0.055,0.842,0.417,0.177,0.062,0.0,2.0,3.886,3.668,0.142,0.137,0.142,1.608,1.1,3.009,106,12,0,0.412,0,2,25,False,0.0,0.5601,0.597,180.4,233.8,240.1,59.7,118.5,249.0,216,106,-33
Pulisic,C,T;A,MIL,24,15.0,6.0,0.5,0.0,0.0,0.0,150,3.0,6.257,6.287,0.099,-0.09,0.851,0.32,0.196,0.031,0.031,3.0,10.017,5.834,0.389,0.232,0.338,2.334,1.0464,2.419,127,12,0,0.494,0,2,0,False,0.0,0.5598,0.6046,182.0,224.7,224.7,42.7,42.0,150.0,107,52,-43
Pinamonti,A,Pc,LAZ,12,5.3,6.0,0.5,0.0,0.0,0.0,53,9.0,5.913,5.926,0.181,-0.0023,0.687,0.252,0.043,0.087,0.035,4.0,10.095,1.865,0.302,0.062,0.264,2.514,0.9953,1.856,14,3,0,0.054,0,1,10,False,0.0,0.5551,0.5596,180.4,199.5,200.0,19.6,84.2,53.0,45,23,-8
Orsolini,C,W;A,BOL,25,17.7,6.0,0.5,0.0,0.0,0.0,177,9.0,6.233,6.106,0.179,0.0375,0.772,0.284,0.095,0.072,0.064,4.0,10.299,3.826,0.45,0.173,0.321,3.475,1.004,1.952,145,8,0,0.564,1,1,80,True,0.5,0.5537,0.6049,180.9,211.4,214.5,33.6,28.7,240.0,184,90,7
Yildiz,A,A,JUV,22,10.0,6.0,0.5,0.0,0.0,0.0,100,3.0,6.317,6.26,0.15,0.17,0.789,0.211,0.111,0.078,0.011,3.0,6.269,6.035,0.224,0.262,0.202,2.564,1.0076,1.992,37,8,0,0.144,0,0,0,False,0.0,0.5497,0.5618,180.9,210.2,211.7,30.8,94.9,100.0,86,43,-14
McTominay,C,C;T,NAP,27,22.0,6.0,0.5,0.0,0.0,0.0,220,2.0,6.447,6.475,0.085,,0.882,0.328,0.075,0.06,0.0,2.0,11.239,2.42,0.334,0.076,0.322,2.777,1.0241,2.173,170,11,1,0.961,2,0,146,True,1.0,0.5492,0.6417,178.6,219.2,219.2,40.6,36.5,245.0,188,92,-32
Colombo L.,C,M;C,MON,3,0.4,6.0,0.5,0.0,0.0,0.0,4,,,,,,,,,,,4.0,7.56,1.767,0.314,0.085,0.269,2.448,0.9337,1.178,0,0,0,0.0,0,1,0,False,0.0,0.5487,0.5487,161.1,167.3,168.0,6.9,0.0,4.0,3,2,-1
Adams C.,A,A,TOR,10,3.3,6.0,0.5,0.0,0.0,0.0,33,2.0,5.987,5.99,0.01,,0.882,0.224,0.104,0.045,0.0,2.0,7.577,2.696,0.319,0.107,0.304,2.315,0.9571,1.436,46,7,0,0.179,1,1,103,True,0.5,0.5474,0.5625,182.2,221.9,225.2,43.0,106.6,33.0,28,14,-5
Ederson D.S.,C,M;C,ATA,12,4.6,6.0,0.5,0.0,0.0,0.0,46,1.0,6.25,6.25,0.0,,0.789,0.067,0.033,0.1,0.033,4.0,4.97,2.95,0.144,0.103,0.137,1.297,1.0354,2.298,0,0,0,0.0,2,0,158,True,1.0,0.5466,0.5466,181.4,219.2,221.0,39.6,36.5,46.0,28,14,-18
Calhanoglu,C,M;C,INT,28,24.3,6.0,0.5,0.0,0.0,0.0,243,9.0,6.452,6.304,0.166,0.0493,0.825,0.209,0.202,0.174,0.082,4.0,5.708,4.864,0.233,0.202,0.075,2.219,1.1,3.009,216,17,0,0.7,2,0,119,True,1.0,0.5426,0.6063,182.0,222.4,225.0,43.0,39.7,250.0,193,94,-50
Bonny,A,Pc,INT,7,1.5,6.0,0.5,0.0,0.0,0.0,15,2.0,6.11,6.09,0.06,,0.842,0.172,0.125,0.047,0.031,2.0,6.012,3.471,0.328,0.169,0.272,2.072,1.1,3.009,33,7,0,0.128,0,2,36,False,0.0,0.5398,0.5504,182.0,208.6,209.5,27.5,93.3,15.0,13,7,-2
Ramon,D,Dc,COM,10,3.1,6.0,0.5,0.0,0.0,0.0,31,1.0,6.16,6.16,0.0,,0.842,0.062,0.0,0.344,0.0,1.0,5.472,1.027,0.179,0.034,0.179,1.279,1.0068,1.982,35,4,0,0.136,2,0,180,True,1.0,0.5388,0.55,178.5,209.5,209.6,31.1,34.3,41.85,22,11,-9
Pasalic,C,C;T,ATA,8,2.2,6.0,0.5,0.0,0.0,0.0,22,9.0,5.975,6.039,0.126,-0.0018,0.789,0.204,0.096,0.1,0.007,4.0,5.4,4.375,0.281,0.203,0.255,1.65,1.0354,2.298,0,0,0,0.0,2,0,150,True,1.0,0.5372,0.5372,182.2,225.4,226.6,44.4,42.7,22.0,12,7,-10
Colombo,A,Pc,GEN,11,5.2,6.0,0.5,0.0,0.0,0.0,52,6.0,5.908,4.9,2.192,0.8571,0.653,0.18,0.041,0.098,0.025,4.0,7.56,1.767,0.314,0.085,0.269,2.448,0.9593,1.46,12,2,0,0.047,2,0,164,True,1.0,0.5367,0.5405,181.7,219.0,221.0,39.3,103.7,52.0,44,22,-8
Castro S.,A,Pc,ROM,14,7.0,6.0,0.5,0.0,0.0,0.0,70,3.0,6.022,6.033,0.101,-0.035,0.64,0.221,0.074,0.162,0.0,3.0,7.134,2.088,0.323,0.114,0.309,2.431,1.0268,2.203,18,5,0,0.07,0,2,45,False,0.0,0.5366,0.5423,180.6,199.8,200.0,19.4,84.5,70.0,60,30,-10
Simeone,A,Pc,TOR,14,8.0,6.0,0.5,0.0,0.0,0.0,80,10.0,5.97,5.949,0.194,0.0162,0.761,0.291,0.062,0.093,0.003,4.0,7.035,1.236,0.469,0.119,0.469,3.373,0.9571,1.436,66,6,0,0.257,2,0,143,True,1.0,0.5345,0.5559,182.3,224.9,230.9,48.6,109.6,80.0,68,34,-12
De Ketelaere,A,A,ATA,17,9.5,6.0,0.5,0.0,0.0,0.0,95,4.0,6.222,6.115,0.222,0.128,0.822,0.16,0.152,0.064,0.008,4.0,6.688,6.921,0.293,0.335,0.284,1.913,1.0354,2.298,112,11,0,0.436,1,1,85,True,0.5,0.5325,0.5698,182.3,211.4,211.4,29.1,96.1,95.0,81,40,-14
Esposito F.P.,A,Pc,INT,17,10.5,6.0,0.5,0.0,0.0,0.0,105,1.0,6.26,6.26,0.0,,0.816,0.226,0.097,0.032,0.0,,,,,,,,1.1,3.009,0,0,0,0.0,2,0,155,True,1.0,0.5305,0.5305,183.6,239.0,239.0,55.4,123.7,105.0,90,45,-15
Modric,C,M;C,MIL,12,4.5,6.0,0.5,0.0,0.0,0.0,45,1.0,6.45,6.45,0.0,,0.868,0.061,0.091,0.121,0.0,1.0,1.247,4.026,0.04,0.128,0.04,0.637,1.0464,2.419,25,4,0,0.097,1,1,108,True,0.5,0.5296,0.5374,181.2,220.4,222.3,41.1,37.7,45.0,27,14,-18
Barella,C,C,INT,18,8.1,6.0,0.5,0.0,0.0,0.0,81,10.0,6.29,6.216,0.165,0.0401,0.876,0.084,0.147,0.237,0.009,4.0,3.422,5.33,0.117,0.181,0.117,1.292,1.1,3.009,68,8,0,0.264,2,0,180,True,1.0,0.5289,0.5507,181.2,216.1,217.4,36.2,33.4,81.0,53,26,-28
Piccoli,A,Pc,BOL,8,2.9,6.0,0.5,0.0,0.0,0.0,29,8.0,5.893,5.8,0.211,0.0531,0.447,0.206,0.016,0.095,0.016,4.0,10.54,1.096,0.44,0.057,0.42,2.851,1.004,1.952,17,3,0,0.066,2,0,120,True,1.0,0.5286,0.5339,183.4,220.2,221.7,38.3,104.9,29.0,25,13,-4
Alajbegovic,C,W;T,JUV,11,4.2,6.0,0.5,0.0,0.0,0.0,42,,,,,,,,,,,3.0,4.445,1.437,0.508,0.133,0.485,2.775,1.0076,1.992,7,2,0,0.027,0,2,33,False,0.0,0.5283,0.5304,170.3,177.9,178.8,8.5,0.0,42.0,25,13,-17
Stulic,A,Pc,LEC,6,1.1,6.0,0.5,0.0,0.0,0.0,11,1.0,5.73,5.73,0.0,,0.789,0.133,0.0,0.033,0.033,1.0,5.471,2.101,0.287,0.11,0.247,1.734,0.9201,1.029,0,0,0,0.0,0,2,52,False,0.0,0.5282,0.5282,177.2,184.7,184.7,7.5,69.4,11.0,10,5,-1
Rabiot,C,C;T,MIL,23,14.5,6.0,0.5,0.0,0.0,0.0,145,6.0,6.242,6.022,0.236,0.1009,0.794,0.133,0.077,0.199,0.0,3.0,4.682,3.505,0.175,0.119,0.175,1.494,1.0464,2.419,110,11,0,0.428,0,2,65,False,0.0,0.5269,0.5631,170.5,185.5,187.2,16.7,2.8,145.0,103,50,-42
McKennie,C,C,JUV,17,7.0,6.0,0.5,0.0,0.0,0.0,70,4.0,6.078,5.992,0.194,0.103,0.743,0.071,0.15,0.124,0.0,4.0,5.825,3.962,0.156,0.161,0.156,0.975,1.0076,1.992,52,9,0,0.202,1,0,90,True,0.5,0.5261,0.5425,181.2,202.9,204.7,23.5,20.2,70.0,45,22,-25
De Gea,P,Por,FIO,11,3.0,6.0,0.5,0.0,0.0,0.0,30,2.0,6.273,6.29,0.05,,0.947,0.0,0.0,0.014,0.0,2.0,,0.309,0.0,0.009,0.0,0.0,1.0124,2.045,7,2,0,0.027,2,0,180,True,1.0,0.5257,0.5278,175.9,224.7,228.3,52.4,58.1,30.0,33,16,3
Rodriguez Je.,C,W;A,COM,11,3.1,6.0,0.5,0.0,0.0,0.0,31,1.0,6.25,6.25,0.0,,0.737,0.071,0.286,0.107,0.0,1.0,3.921,6.971,0.204,0.363,0.204,2.344,1.0068,1.982,19,2,0,0.074,1,1,71,True,0.5,0.5247,0.5306,181.2,213.5,215.0,33.8,30.8,31.0,18,9,-13
Karlstrom,C,M;C,UDI,7,2.0,6.0,0.5,0.0,0.0,0.0,20,2.0,5.923,5.905,0.055,,0.961,0.014,0.027,0.205,0.0,2.0,0.97,1.288,0.028,0.036,0.028,0.467,0.965,1.523,8,2,0,0.031,2,0,180,True,1.0,0.5231,0.5255,182.2,212.2,212.2,30.0,29.5,20.0,11,6,-9
Hojlund,A,Pc,NAP,28,26.0,6.0,0.5,0.0,0.0,0.0,260,2.0,6.18,6.165,0.045,,0.829,0.333,0.111,0.032,0.016,,,,,,,,1.0241,2.173,136,11,0,0.529,2,0,158,True,1.0,0.5211,0.566,183.6,223.6,230.0,46.4,108.3,260.0,225,111,-35
Politano,C,W,NAP,9,3.7,6.0,0.5,0.0,0.0,0.0,37,11.0,6.113,6.139,0.092,-0.0039,0.823,0.16,0.122,0.087,0.017,4.0,3.96,6.157,0.185,0.254,0.138,2.195,1.0241,2.173,62,9,0,0.241,2,0,157,True,1.0,0.5204,0.5399,182.3,218.7,221.4,39.1,36.0,37.0,22,11,-15
Esposito Se.,A,A,SAS,12,4.0,6.0,0.5,0.0,0.0,0.0,40,3.0,5.187,4.143,2.93,3.13,0.908,0.217,0.058,0.101,0.029,1.0,9.865,2.057,0.578,0.121,0.578,3.342,0.9714,1.594,99,8,0,0.385,0,0,0,False,0.0,0.5201,0.552,182.2,218.7,221.4,39.2,103.4,40.0,34,17,-6
Ekkelenkamp,C,C;T,UDI,12,5.7,6.0,0.5,0.0,0.0,0.0,57,2.0,6.023,6.01,0.04,,0.842,0.125,0.078,0.047,0.0,2.0,4.198,2.095,0.172,0.092,0.172,1.289,0.965,1.523,73,9,0,0.284,2,0,175,True,1.0,0.5198,0.5429,182.0,212.4,212.6,30.6,29.7,57.0,35,18,-22
Thuram K.,C,C,JUV,9,2.5,6.0,0.5,0.0,0.0,0.0,25,2.0,6.167,6.2,0.1,,0.882,0.104,0.104,0.104,0.0,2.0,3.886,3.668,0.142,0.137,0.142,1.608,1.0076,1.992,78,10,0,0.303,0,1,0,False,0.0,0.5188,0.5435,182.2,207.9,209.5,27.3,25.2,25.0,14,7,-11
Mkhitaryan,C,C,INT,4,0.9,6.0,0.5,0.0,0.0,0.0,9,7.0,6.192,6.221,0.109,-0.0161,0.805,0.173,0.164,0.121,0.005,4.0,4.176,3.531,0.143,0.144,0.143,1.426,1.1,3.009,68,6,0,0.264,0,1,0,False,0.0,0.5181,0.5395,178.7,196.6,198.5,19.8,13.9,9.0,5,3,-4
Mancini,D,Dc,ROM,16,5.0,6.0,0.5,0.0,0.0,0.0,50,9.0,6.183,6.07,0.14,0.0242,0.816,0.078,0.03,0.281,0.0,4.0,2.618,1.543,0.076,0.046,0.076,0.622,1.0268,2.203,33,9,0,0.128,2,0,180,True,1.0,0.5177,0.5278,183.8,215.1,215.1,31.3,39.9,75.0,40,19,-10
Baturina,C,T,COM,20,10.5,6.0,0.5,0.0,0.0,0.0,105,1.0,6.3,6.3,0.0,,0.658,0.24,0.12,0.0,0.0,1.0,1.901,6.696,0.108,0.382,0.108,1.596,1.0068,1.982,20,4,0,0.078,2,0,103,True,1.0,0.5174,0.5235,181.8,240.5,246.7,64.9,57.8,105.0,71,35,-34
Giovane,A,A,NAP,4,0.7,6.0,0.5,0.0,0.0,0.0,7,1.0,6.0,6.0,0.0,,0.816,0.097,0.194,0.065,0.0,1.0,4.269,4.357,0.205,0.209,0.205,2.691,1.0241,2.173,54,4,0,0.21,0,2,0,False,0.0,0.5172,0.534,180.1,194.0,194.0,13.9,78.7,7.0,7,4,0
Atta,C,C;T,FIO,15,7.8,6.0,0.5,0.0,0.0,0.0,78,2.0,6.24,6.18,0.18,,0.724,0.091,0.055,0.145,0.0,2.0,3.338,2.5,0.137,0.118,0.137,1.967,1.0124,2.045,60,5,0,0.233,2,0,164,True,1.0,0.5167,0.5354,181.2,214.6,214.8,33.6,31.9,78.0,51,25,-27
Kean,A,Pc,FIO,24,18.3,6.0,0.5,0.0,0.0,0.0,183,9.0,6.08,5.464,1.968,0.0488,0.493,0.302,0.036,0.194,0.022,4.0,15.436,1.073,0.665,0.061,0.622,3.623,1.0124,2.045,282,18,1,1.0,0,1,27,False,0.0,0.5158,0.6068,159.3,181.5,181.5,22.2,66.2,183.0,158,78,-25
Delprato,D,B;Dd;E,PAR,8,2.1,6.0,0.5,0.0,0.0,0.0,21,2.0,5.95,5.97,0.06,,0.908,0.087,0.0,0.188,0.0,2.0,2.159,1.032,0.064,0.031,0.064,0.457,0.9545,1.408,42,7,0,0.163,2,0,180,True,1.0,0.5146,0.5275,179.3,209.3,209.3,30.0,34.1,21.0,11,6,-10
Robinson J.,A,A,MON,4,0.5,6.0,0.5,0.0,0.0,0.0,5,,,,,,,,,,,3.0,2.404,2.052,0.116,0.099,0.116,1.075,0.9337,1.178,0,0,0,0.0,0,2,11,False,0.0,0.5143,0.5143,161.1,167.3,168.0,6.9,52.0,5.0,5,3,0
Floriani Mussolini,D,Dd;E,LAZ,4,1.0,6.0,0.5,0.0,0.0,0.0,10,1.0,5.72,5.72,0.0,,0.605,0.0,0.043,0.087,0.0,3.0,6.72,3.908,0.333,0.248,0.268,2.368,0.9953,1.856,17,3,0,0.066,1,1,151,True,0.5,0.5138,0.5189,175.0,183.0,184.4,9.4,7.8,10.0,6,3,-4
Pavlovic,D,Dc,MIL,14,4.9,6.0,0.5,0.0,0.0,0.0,49,2.0,6.13,6.075,0.165,,0.737,0.125,0.018,0.125,0.0,2.0,3.33,1.006,0.115,0.038,0.115,0.816,1.0464,2.419,36,8,0,0.14,2,0,180,True,1.0,0.5136,0.5246,183.6,212.3,213.1,29.5,37.1,75.0,40,19,-9
Carnesecchi,P,Por,ATA,17,5.5,6.0,0.5,0.0,0.0,0.0,55,5.0,6.325,5.048,2.525,1.271,0.822,0.0,0.008,0.016,0.0,4.0,,0.178,0.0,0.006,0.0,0.0,1.0354,2.298,11,2,0,0.043,2,0,180,True,1.0,0.5134,0.5167,175.9,215.1,215.8,39.9,48.5,55.0,68,33,13
Milinkovic-Savic V.,P,Por,NAP,5,0.5,6.0,0.5,0.0,0.0,0.0,5,8.0,6.22,6.027,0.174,0.061,0.569,0.0,0.0,0.073,0.0,1.0,7.642,7.67,0.226,0.227,0.226,1.892,1.0241,2.173,71,10,0,0.276,0,2,0,False,0.0,0.5132,0.5354,127.1,130.5,130.5,3.4,0.0,5.0,5,3,0
Rowe,C,W;T,BOL,10,4.0,6.0,0.5,0.0,0.0,0.0,40,1.0,6.2,6.2,0.0,,0.737,0.107,0.107,0.071,0.0,1.0,4.977,2.7,0.278,0.151,0.278,2.68,1.004,1.952,86,5,0,0.334,0,1,30,False,0.0,0.513,0.5401,179.0,190.3,191.1,12.1,7.6,40.0,24,12,-16
Mota,A,A,MON,4,0.8,6.0,0.5,0.0,0.0,0.0,8,3.0,5.935,5.977,0.103,-0.125,0.816,0.151,0.065,0.086,0.0,3.0,5.229,2.423,0.238,0.107,0.238,1.598,0.9337,1.178,83,9,0,0.323,0,1,11,False,0.0,0.5122,0.5383,180.9,191.0,192.7,11.8,75.7,8.0,7,4,-1
Lucca,A,Pc,NAP,4,1.2,6.0,0.5,0.0,0.0,0.0,12,3.0,5.903,5.957,0.17,-0.16,0.667,0.299,0.045,0.239,0.015,3.0,5.555,1.175,0.339,0.059,0.327,2.378,1.0241,2.173,43,6,0,0.167,0,0,0,False,0.0,0.5118,0.5249,154.2,167.9,167.9,13.7,52.6,12.0,11,6,-1
Raspadori,A,A,ATA,14,7.3,6.0,0.5,0.0,0.0,0.0,73,7.0,6.12,6.106,0.127,-0.0193,0.564,0.224,0.077,0.07,0.0,4.0,4.555,2.441,0.395,0.201,0.379,3.525,1.0354,2.298,37,4,0,0.144,2,0,138,True,1.0,0.5106,0.5219,182.3,224.9,227.0,44.7,109.6,73.0,62,31,-11
Conceicao,C,W;A,JUV,13,6.8,6.0,0.5,0.0,0.0,0.0,68,2.0,6.227,6.2,0.08,,0.724,0.109,0.145,0.109,0.0,2.0,6.702,4.284,0.304,0.224,0.304,2.953,1.0076,1.992,141,12,0,0.548,2,0,145,True,1.0,0.5104,0.5561,182.0,205.3,207.2,25.2,22.6,68.0,43,22,-25
Carlos Augusto,D,B;Ds;E,INT,6,2.0,6.0,0.5,0.0,0.0,0.0,20,4.0,6.15,6.155,0.03,-0.006,0.829,0.079,0.095,0.095,0.0,4.0,2.324,2.553,0.12,0.113,0.12,1.192,1.1,3.009,65,8,0,0.253,0,2,0,False,0.0,0.5095,0.5296,180.1,192.3,192.8,12.7,17.1,20.0,11,6,-9
Coco,D,Dc,TOR,7,1.4,6.0,0.5,0.0,0.0,0.0,14,2.0,5.847,5.85,0.01,,0.882,0.045,0.015,0.194,0.0,2.0,1.42,0.383,0.047,0.012,0.047,0.53,0.9571,1.436,21,4,0,0.082,2,0,180,True,1.0,0.5092,0.5155,182.5,200.5,201.0,18.5,25.3,14.0,8,4,-6
Kevin Carlos,A,Pc,CAG,12,3.6,6.0,0.5,0.0,0.0,0.0,36,,,,,,,,,,,1.0,1.673,0.048,0.077,0.002,0.077,0.37,0.9604,1.472,0,0,0,0.0,0,2,33,False,0.0,0.5091,0.5091,170.3,177.9,178.8,8.5,62.6,36.0,31,16,-5
Coulibaly L.,C,M;C,LEC,7,1.7,6.0,0.5,0.0,0.0,0.0,17,5.0,5.965,5.916,0.138,0.042,0.858,0.043,0.025,0.166,0.0,4.0,2.106,1.268,0.052,0.044,0.052,0.579,0.9201,1.029,44,6,0,0.171,2,0,180,True,1.0,0.5091,0.5225,181.0,199.2,200.1,19.1,16.5,17.0,9,5,-8
Samardzic,C,C;T,ATA,13,4.4,6.0,0.5,0.0,0.0,0.0,44,5.0,6.025,6.074,0.084,-0.034,0.668,0.134,0.071,0.063,0.008,4.0,2.658,3.862,0.149,0.218,0.138,2.333,1.0354,2.298,0,0,0,0.0,0,2,52,False,0.0,0.509,0.509,180.4,195.7,195.7,15.3,13.0,44.0,27,13,-17
Valeri,D,Ds;E,PAR,8,2.2,6.0,0.5,0.0,0.0,0.0,22,4.0,5.943,5.92,0.192,0.028,0.789,0.033,0.1,0.075,0.008,4.0,1.097,4.033,0.059,0.153,0.051,1.034,0.9545,1.408,0,0,0,0.0,2,0,180,True,1.0,0.5082,0.5082,179.1,207.5,207.5,28.4,32.3,22.0,12,6,-10
Falcone,P,Por,LEC,8,2.6,6.0,0.5,0.0,0.0,0.0,26,8.0,6.333,4.703,2.718,0.9133,0.719,0.0,0.0,0.039,0.0,4.0,,0.031,0.0,0.001,0.0,0.0,0.9201,1.029,4,2,0,0.016,2,0,180,True,1.0,0.5074,0.5086,174.3,215.1,215.2,40.9,48.5,26.0,28,14,2
Pierotti,C,W,LEC,6,1.9,6.0,0.5,0.0,0.0,0.0,19,3.0,5.848,5.893,0.125,-0.135,0.693,0.069,0.028,0.111,0.0,3.0,3.359,2.117,0.157,0.119,0.157,1.332,0.9201,1.029,14,4,0,0.054,2,0,161,True,1.0,0.507,0.5111,181.7,206.0,206.1,24.4,23.3,19.0,11,6,-8
Konè M.,C,M;C,ROM,10,4.2,6.0,0.5,0.0,0.0,0.0,42,1.0,6.26,6.26,0.0,,0.763,0.069,0.103,0.069,0.0,1.0,5.083,1.76,0.164,0.057,0.164,0.741,1.0268,2.203,124,12,0,0.482,2,0,146,True,1.0,0.5068,0.5463,181.5,208.2,209.5,28.0,25.5,42.0,25,13,-17
N'Dicka,D,Dc,ROM,13,4.2,6.0,0.5,0.0,0.0,0.0,42,3.0,6.033,5.997,0.097,0.11,0.825,0.032,0.043,0.138,0.0,3.0,1.724,0.97,0.049,0.032,0.049,0.543,1.0268,2.203,42,7,0,0.163,1,0,90,True,0.5,0.5064,0.5191,177.9,195.0,195.8,17.9,19.8,75.0,40,19,-2
Varela G.,A,Pc,MON,7,4.0,6.0,0.5,0.0,0.0,0.0,40,,,,,,,,,,,,,,,,,,0.9337,1.178,0,0,0,0.0,2,0,173,True,1.0,0.5063,0.5063,175.0,201.8,202.4,27.4,86.5,40.0,34,17,-6
Sarr P.,C,M;C,JUV,7,2.5,6.0,0.5,0.0,0.0,0.0,25,5.0,,,0.0,,,,,,,2.0,2.676,1.745,0.193,0.105,0.193,1.266,1.0076,1.992,41,6,0,0.159,0,0,0,False,0.0,0.5063,0.5187,161.1,167.3,168.0,6.9,0.0,25.0,14,7,-11
Pozzi,P,Por,VEN,1,0.1,6.0,0.5,0.0,0.0,0.0,1,,,,,,,,,,,2.0,0.752,0.667,0.106,0.088,0.106,1.985,0.9494,1.351,0,0,0,0.0,0,0,0,False,0.0,0.5063,0.5063,161.1,167.3,168.0,6.9,0.7,1.0,2,1,1
Locatelli,C,M;C,JUV,9,3.3,6.0,0.5,0.0,0.0,0.0,33,11.0,6.165,5.991,0.348,0.0675,0.718,0.05,0.07,0.247,0.01,4.0,1.982,2.595,0.053,0.082,0.041,0.988,1.0076,1.992,35,4,0,0.136,2,0,180,True,1.0,0.506,0.5165,180.7,212.5,212.5,31.8,29.8,33.0,19,10,-14
Aurelio,D,Ds;E,CAG,2,0.5,6.0,0.5,0.0,0.0,0.0,5,,,,,,,,,,,3.0,0.626,2.479,0.035,0.14,0.035,0.697,0.9604,1.472,0,0,0,0.0,0,2,9,False,0.0,0.5054,0.5054,161.1,167.3,168.0,6.9,0.0,5.0,3,2,-2
Mandragora,C,C,FIO,8,2.3,6.0,0.5,0.0,0.0,0.0,23,10.0,6.075,5.367,1.794,0.3542,0.754,0.093,0.074,0.205,0.008,4.0,3.749,3.181,0.137,0.144,0.12,1.93,1.0124,2.045,70,11,0,0.272,0,2,35,False,0.0,0.5051,0.5266,166.0,171.8,173.7,7.7,0.0,23.0,13,7,-10
Isaksen,C,W;A,LAZ,9,2.2,6.0,0.5,0.0,0.0,0.0,22,3.0,6.048,6.053,0.012,-0.015,0.763,0.138,0.034,0.092,0.0,3.0,4.724,2.19,0.225,0.12,0.225,2.304,0.9953,1.856,86,5,0,0.334,0,2,72,False,0.0,0.5047,0.5313,170.8,180.9,182.8,12.0,0.0,22.0,12,7,-10
