player,role,role_mantra,team,Prezzo_Consigliato_Cr,NN_FV_Atteso,NN_MV_Atteso,NN_Rischio_Std,Prob_Bonus_Ge_8_%,Prob_Picco_Ge_10_%,Clean_Sheet_%,FVM_1000,n_stagioni,mv_media_3y,mv_storica,mv_std,mv_trend,availability,gol_per_pg,ass_per_pg,amm_per_pg,rig_per_pg,n_seasons_us,xg_media_3y,xa_media_3y,xg_per90,xa_per90,npxg_per90,shots_per90,offensive_index,gf_avg_3y,giorni_infortunio_3y,n_infortuni_3y,infortunio_grave,malus_infortuni,starts_2627,sub_apps_2627,minutes_2627,is_starter_2627,starter_pct_2627,score_composito,score_composito_base,predicted_pts_p10,predicted_pts_p50,predicted_pts_p90,pts_volatility_spread,vorp_points,adj_market_fvm,prezzo_fair_1000,prezzo_fair_500,surplus_value_cr
Pedraza,D,Ds;E,LAZ,6,1.4,6.0,0.5,0.0,0.0,0.0,14,,,,,,,,,,,4.0,3.561,2.328,0.262,0.18,0.203,2.209,0.9953,1.856,301,5,1,1.0,1,1,105,True,0.5,0.4438,0.5221,161.1,167.3,168.0,6.9,0.0,14.0,8,4,-6
Elphege,A,Pc,PAR,3,1.1,6.0,0.5,0.0,0.0,0.0,11,1.0,6.0,6.0,0.0,,0.211,,,,,1.0,2.35,0.357,0.712,0.108,0.712,1.818,0.9545,1.408,66,4,0,0.257,0,2,22,False,0.0,0.4427,0.4604,47.5,47.6,70.3,22.8,0.0,11.0,10,5,-1
Vaz,A,Pc,ROM,1,0.4,6.0,0.5,0.0,0.0,0.0,4,1.0,5.93,5.93,0.0,,0.184,,,,,1.0,0.655,0.0,,,,,1.0268,2.203,8,2,0,0.031,0,1,0,False,0.0,0.4424,0.4445,41.0,41.0,65.9,24.9,0.0,4.0,4,3,0
Joao Mario,D,Dd;E,FIO,3,1.2,6.0,0.5,0.0,0.0,0.0,12,1.0,5.79,5.79,0.0,,0.368,0.071,0.071,0.143,0.0,1.0,0.281,0.733,0.025,0.066,0.025,0.628,1.0124,2.045,54,7,0,0.21,1,1,92,True,0.5,0.4422,0.4566,178.2,193.1,193.1,14.9,17.9,12.0,7,4,-5
Tavares N.,D,Ds;E,LAZ,7,2.5,6.0,0.5,0.0,0.0,0.0,25,2.0,6.033,6.095,0.185,,0.592,0.0,0.156,0.156,0.0,2.0,1.276,3.815,0.076,0.214,0.076,1.236,0.9953,1.856,194,12,0,0.7,1,1,75,True,0.5,0.4422,0.4941,172.5,177.4,178.1,5.6,2.2,25.0,13,7,-12
Ciervo,C,W,CAG,1,0.1,6.0,0.5,0.0,0.0,0.0,1,1.0,6.0,6.0,0.0,,0.184,,,,,,,,,,,,0.9604,1.472,0,0,0,0.0,0,1,12,False,0.0,0.4417,0.4417,41.0,41.6,65.9,24.9,0.0,1.0,1,1,0
Boga,A,W;A,JUV,7,2.7,6.0,0.5,0.0,0.0,0.0,27,6.0,6.165,6.107,0.117,0.0126,0.618,0.17,0.085,0.007,0.0,2.0,3.267,2.363,0.358,0.298,0.358,2.337,1.0076,1.992,167,9,1,0.949,1,1,78,True,0.5,0.4416,0.5149,169.9,189.2,189.2,19.3,73.9,27.0,23,12,-4
Ngom,C,M;C,LEC,4,1.2,6.0,0.5,0.0,0.0,0.0,12,1.0,5.69,5.69,0.0,,0.342,0.0,0.0,0.077,0.0,1.0,0.241,0.191,0.026,0.02,0.026,0.531,0.9201,1.029,28,2,0,0.109,2,0,162,True,1.0,0.4415,0.4488,178.2,191.1,192.0,13.8,8.4,12.0,7,4,-5
Ilic,C,C,LEC,1,1.0,6.0,0.5,0.0,0.0,0.0,10,6.0,5.982,6.005,0.064,-0.0026,0.601,0.07,0.054,0.14,0.0,4.0,0.807,2.362,0.071,0.156,0.071,0.857,0.9201,1.029,275,15,0,0.7,0,1,18,False,0.0,0.4415,0.4933,123.2,123.2,125.1,1.9,0.0,10.0,6,3,-4
Kouadio,D,Dd;Dc,MON,3,1.4,6.0,0.5,0.0,0.0,0.0,14,1.0,6.0,6.0,0.0,,0.026,,,,,2.0,2.278,2.636,0.087,0.094,0.087,0.977,0.9337,1.178,0,0,0,0.0,2,0,180,True,1.0,0.4414,0.4414,175.0,201.8,202.4,27.4,26.6,14.0,8,4,-6
Jovanovic,C,W;T,UDI,2,0.5,6.0,0.5,0.0,0.0,0.0,5,,,,,,,,,,,,,,,,,,0.965,1.523,132,3,1,0.813,0,0,0,False,0.0,0.4403,0.5014,145.3,150.3,150.3,5.0,0.0,5.0,3,2,-2
Leysen F.,D,Ds;Dc,SAS,6,1.2,6.0,0.5,0.0,0.0,0.0,12,,,,,,,,,,,,,,,,,,0.9714,1.594,126,6,1,0.79,1,1,106,True,0.5,0.4393,0.4983,167.9,172.7,172.7,4.8,0.0,12.0,7,4,-5
Obert,D,B;Ds;E,CAG,7,1.5,6.0,0.5,0.0,0.0,0.0,15,4.0,5.815,5.765,0.241,0.06,0.461,0.015,0.061,0.197,0.0,3.0,1.038,1.672,0.047,0.094,0.047,0.411,0.9604,1.472,105,10,0,0.408,2,0,177,True,1.0,0.4392,0.4678,173.2,187.8,187.8,14.6,12.6,15.0,8,4,-7
Martinez Jo.,P,Por,INT,17,6.8,6.0,0.5,0.0,0.0,0.0,68,3.0,6.123,6.147,0.123,-0.07,0.404,0.0,0.0,0.056,0.0,1.0,1.261,0.421,0.353,0.118,0.353,3.913,1.1,3.009,140,12,0,0.544,0,0,0,False,0.0,0.4391,0.4781,162.4,172.0,173.3,10.9,5.4,68.0,87,42,19
Cissè A.,C,W;T,MIL,5,2.4,6.0,0.5,0.0,0.0,0.0,24,1.0,,,0.0,,,,,,,,,,,,,,1.0464,2.419,143,2,1,0.856,2,0,125,True,1.0,0.439,0.5037,170.3,177.9,178.8,8.5,0.0,24.0,14,7,-10
Sulemana I.,C,M;C,SAS,3,0.7,6.0,0.5,0.0,0.0,0.0,7,4.0,5.883,5.918,0.17,-0.041,0.368,0.06,0.0,0.22,0.0,1.0,2.488,2.28,0.225,0.207,0.225,2.266,0.9714,1.594,122,7,0,0.474,0,0,0,False,0.0,0.4389,0.4725,77.2,77.2,83.6,6.4,0.0,7.0,4,2,-3
Vitik,D,Dc,BOL,4,1.0,6.0,0.5,0.0,0.0,0.0,10,1.0,5.94,5.94,0.0,,0.474,0.0,0.0,0.167,0.0,1.0,0.738,0.171,0.05,0.012,0.05,0.545,1.004,1.952,127,12,0,0.494,0,2,0,False,0.0,0.4388,0.4739,99.2,100.5,102.4,3.2,0.0,10.0,6,3,-4
Mangas,D,Ds;E,MON,7,1.5,6.0,0.5,0.0,0.0,0.0,15,,,,,,,,,,,,,,,,,,0.9337,1.178,129,5,1,0.802,2,0,180,True,1.0,0.4381,0.498,170.3,177.9,178.8,8.5,2.7,15.0,8,4,-7
De Bruyne,C,T,NAP,17,10.8,6.0,0.5,0.0,0.0,0.0,108,1.0,6.26,6.26,0.0,,0.447,0.294,0.118,0.059,0.176,1.0,3.516,4.023,0.269,0.308,0.094,2.066,1.0241,2.173,327,10,1,1.0,0,2,57,False,0.0,0.4381,0.5154,159.2,186.6,188.2,29.0,3.9,108.0,73,36,-35
De Winter,D,Dd;Dc,MIL,5,2.0,6.0,0.5,0.0,0.0,0.0,20,5.0,5.798,4.634,2.317,1.162,0.592,0.044,0.022,0.178,0.0,4.0,1.412,0.477,0.05,0.023,0.05,0.381,1.0464,2.419,98,6,1,0.681,2,0,180,True,1.0,0.438,0.4878,180.0,181.1,182.1,2.1,5.9,20.0,11,6,-9
Amorim,C,M;C,GEN,4,1.1,6.0,0.5,0.0,0.0,0.0,11,1.0,5.72,5.72,0.0,,0.237,,,,,1.0,0.127,0.757,0.021,0.123,0.021,0.325,0.9593,1.46,0,0,0,0.0,1,1,87,True,0.5,0.4377,0.4377,178.3,188.4,188.4,10.1,5.7,11.0,6,3,-5
Pessina Mas.,P,Por,BOL,1,0.1,6.0,0.5,0.0,0.0,0.0,1,1.0,6.12,6.12,0.0,,0.105,,,,,,,,,,,,1.004,1.952,0,0,0,0.0,0,2,0,False,0.0,0.4375,0.4375,36.3,37.0,65.9,29.6,0.0,1.0,2,1,1
Volpato,C,W;T,SAS,9,2.5,6.0,0.5,0.0,0.0,0.0,25,4.0,6.02,6.247,0.446,-0.273,0.296,0.079,0.105,0.132,0.0,3.0,1.055,1.794,0.115,0.257,0.115,1.768,0.9714,1.594,79,7,0,0.307,2,0,148,True,1.0,0.4372,0.4583,181.2,207.8,208.1,26.9,25.1,25.0,14,7,-11
Zarraga,C,M;C,UDI,2,0.4,6.0,0.5,0.0,0.0,0.0,4,3.0,5.813,5.867,0.144,-0.16,0.307,0.056,0.0,0.0,0.0,3.0,0.487,0.164,0.077,0.026,0.077,0.852,0.965,1.523,53,2,0,0.206,0,2,31,False,0.0,0.4371,0.451,65.6,65.6,71.7,6.1,0.0,4.0,3,2,-1
Bakoune,D,Dd;E,MON,2,0.4,6.0,0.5,0.0,0.0,0.0,4,,,,,,,,,,,,,,,,,,0.9337,1.178,142,2,1,0.852,1,1,70,True,0.5,0.4371,0.5011,167.9,172.7,172.7,4.8,0.0,4.0,3,2,-1
Pavard,D,Dd;Dc,INT,6,1.4,6.0,0.5,0.0,0.0,0.0,14,3.0,6.315,6.28,0.184,0.105,0.386,0.0,0.07,0.233,0.0,2.0,0.621,1.055,0.038,0.058,0.038,0.632,1.1,3.009,139,8,0,0.541,1,1,90,True,0.5,0.4369,0.4755,174.7,188.3,188.5,13.8,13.1,14.0,8,4,-6
Desplanches,P,Por,FRO,2,0.1,6.0,0.5,0.0,0.0,0.0,1,,,,,,,,,,,,,,,,,,0.9827,1.718,140,4,1,0.844,0,2,0,False,0.0,0.4368,0.5001,145.3,150.3,150.3,5.0,0.0,1.0,2,1,1
Iannoni,C,M;C,SAS,1,0.1,6.0,0.5,0.0,0.0,0.0,1,1.0,6.0,6.0,0.0,,0.132,,,,,1.0,0.757,0.0,,,,,0.9714,1.594,17,2,0,0.066,0,2,0,False,0.0,0.4367,0.4411,35.5,35.5,65.9,30.4,0.0,1.0,1,1,0
Tourè E.,A,Pc,PAR,10,3.7,6.0,0.5,0.0,0.0,0.0,37,1.0,,,0.0,,,,,,,1.0,1.883,1.041,0.459,0.254,0.459,2.927,0.9545,1.408,380,10,1,1.0,2,0,170,True,1.0,0.4365,0.5135,167.9,172.7,172.7,4.8,57.4,37.0,32,16,-5
Bremer,D,Dc,JUV,16,6.0,6.0,0.5,0.0,0.0,0.0,60,8.0,6.372,6.14,0.258,0.0929,0.635,0.119,0.022,0.168,0.0,4.0,1.79,0.669,0.113,0.028,0.113,0.794,1.0076,1.992,341,6,1,1.0,2,0,180,True,1.0,0.4362,0.5132,180.3,191.6,193.9,13.6,16.4,90.0,48,23,-12
Fazzini,C,C;T,CAG,6,2.3,6.0,0.5,0.0,0.0,0.0,23,4.0,6.067,6.03,0.226,0.044,0.474,0.069,0.028,0.194,0.0,4.0,1.851,1.167,0.149,0.105,0.149,1.624,0.9604,1.472,215,14,0,0.7,2,0,123,True,1.0,0.436,0.4872,183.6,192.4,193.0,9.4,9.7,23.0,13,7,-10
Belghali,D,Dd;E,TOR,7,2.0,6.0,0.5,0.0,0.0,0.0,20,1.0,6.1,6.1,0.0,,0.684,0.077,0.0,0.231,0.0,1.0,2.601,2.21,0.121,0.103,0.121,0.977,0.9571,1.436,313,8,1,1.0,0,0,0,False,0.0,0.436,0.513,134.7,138.8,138.8,4.1,0.0,20.0,11,6,-9
Ferguson,C,M;C,BOL,7,2.3,6.0,0.5,0.0,0.0,0.0,23,4.0,6.002,6.135,0.217,-0.16,0.651,0.152,0.04,0.172,0.01,1.0,3.481,1.686,0.403,0.195,0.403,3.012,1.004,1.952,238,5,1,1.0,2,0,180,True,1.0,0.4359,0.5128,178.7,182.6,187.2,8.5,0.0,23.0,13,7,-10
Kulenovic,A,Pc,TOR,4,0.9,6.0,0.5,0.0,0.0,0.0,9,1.0,5.71,5.71,0.0,,0.184,,,,,1.0,0.852,0.341,0.27,0.108,0.27,1.585,0.9571,1.436,0,0,0,0.0,0,2,26,False,0.0,0.4358,0.4358,39.3,39.5,64.6,25.3,0.0,9.0,8,5,-1
Gabbia,D,Dc,MIL,7,1.5,6.0,0.5,0.0,0.0,0.0,15,7.0,5.978,5.844,0.21,0.0289,0.383,0.056,0.0,0.183,0.0,4.0,1.56,0.174,0.065,0.01,0.065,0.617,1.0464,2.419,121,8,0,0.471,0,2,17,False,0.0,0.4355,0.4686,84.5,85.3,89.0,4.5,0.0,15.0,8,4,-7
Marianucci,D,Dc,NAP,1,0.3,6.0,0.5,0.0,0.0,0.0,3,2.0,5.757,5.77,0.04,,0.316,0.0,0.042,0.083,0.0,2.0,0.229,0.564,0.034,0.058,0.034,0.515,1.0241,2.173,54,4,0,0.21,0,0,0,False,0.0,0.4352,0.4494,69.1,69.1,78.8,9.7,0.0,3.0,2,2,-1
Oristanio,C,W;T,TOR,6,1.2,6.0,0.5,0.0,0.0,0.0,12,3.0,5.923,5.977,0.141,-0.16,0.693,0.076,0.051,0.063,0.0,3.0,3.438,1.253,0.212,0.079,0.212,1.884,0.9571,1.436,201,10,1,1.0,0,2,0,False,0.0,0.4351,0.5119,135.3,137.1,137.1,1.8,0.0,12.0,7,4,-5
Pessina,C,M;C,MON,6,1.5,6.0,0.5,0.0,0.0,0.0,15,7.0,6.092,6.081,0.093,-0.0021,0.647,0.126,0.042,0.12,0.042,3.0,2.933,1.194,0.141,0.046,0.063,0.751,0.9337,1.178,178,3,1,0.992,0,0,0,False,0.0,0.4347,0.5107,130.4,134.4,136.1,5.7,0.0,15.0,8,5,-7
Zambo Anguissa,C,C,NAP,10,4.1,6.0,0.5,0.0,0.0,0.0,41,5.0,6.192,6.186,0.199,-0.006,0.763,0.09,0.09,0.11,0.0,,,,,,,,1.0241,2.173,179,10,1,0.996,2,0,147,True,1.0,0.4343,0.5106,177.9,187.6,188.7,10.8,4.9,41.0,25,12,-16
Chukwueze,C,W,MIL,8,2.2,6.0,0.5,0.0,0.0,0.0,22,3.0,5.783,5.87,0.263,-0.26,0.325,0.111,0.111,0.028,0.0,2.0,2.634,2.98,0.239,0.279,0.239,2.811,1.0464,2.419,111,10,0,0.432,2,0,180,True,1.0,0.4337,0.4637,182.0,199.4,199.4,17.4,16.7,22.0,12,7,-10
Cambiaghi,C,W;A,BOL,8,2.5,6.0,0.5,0.0,0.0,0.0,25,5.0,6.063,4.902,2.452,1.187,0.678,0.107,0.087,0.087,0.0,4.0,2.395,2.209,0.171,0.134,0.171,2.2,1.004,1.952,213,6,1,1.0,2,0,150,True,1.0,0.4336,0.5101,179.0,184.0,187.3,8.3,1.3,25.0,14,7,-11
Ismajli,D,Dc,TOR,7,1.3,6.0,0.5,0.0,0.0,0.0,13,6.0,5.97,5.848,0.214,0.0694,0.596,0.007,0.022,0.154,0.0,4.0,0.587,0.223,0.022,0.009,0.022,0.263,0.9571,1.436,283,16,0,0.7,1,1,113,True,0.5,0.433,0.4838,171.4,172.7,172.7,1.3,0.0,13.0,7,4,-6
Juan Jesus,D,Ds;Dc,VEN,4,1.0,6.0,0.5,0.0,0.0,0.0,10,11.0,5.815,5.75,0.265,0.0202,0.392,0.025,0.006,0.229,0.0,4.0,0.427,0.269,0.038,0.017,0.038,0.295,0.9494,1.351,98,8,0,0.381,0,0,0,False,0.0,0.4327,0.4589,80.5,80.6,88.3,7.8,0.0,10.0,6,3,-4
Sverko,D,Ds;Dc,VEN,3,0.7,6.0,0.5,0.0,0.0,0.0,7,1.0,5.75,5.75,0.0,,0.368,0.071,0.0,0.214,0.0,1.0,0.201,0.38,0.016,0.03,0.016,0.24,0.9494,1.351,77,5,0,0.299,0,0,0,False,0.0,0.4327,0.453,76.1,76.4,83.0,6.9,0.0,7.0,4,3,-3
Vicario,P,Por,JUV,17,7.0,6.0,0.5,0.0,0.0,0.0,70,3.0,6.423,6.44,0.043,-0.05,0.64,0.0,0.0,0.058,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,1.0076,1.992,176,7,1,0.984,2,0,179,True,1.0,0.4312,0.5059,170.9,184.4,187.5,16.6,17.8,70.0,90,44,20
Provedel,P,Por,INT,2,0.5,6.0,0.5,0.0,0.0,0.0,5,7.0,6.162,6.126,0.157,0.0389,0.752,0.0,0.0,0.025,0.0,4.0,,0.125,0.0,0.004,0.0,0.0,1.1,3.009,186,8,1,1.0,0,2,0,False,0.0,0.4311,0.5072,146.4,147.6,148.7,2.3,0.0,5.0,5,3,0
Ghedjemis,A,W;A,FRO,8,2.3,6.0,0.5,0.0,0.0,0.0,23,1.0,6.2,6.2,0.0,,0.132,,,,,1.0,0.244,0.119,,,,,0.9827,1.718,45,4,0,0.175,0,0,0,False,0.0,0.431,0.4426,36.5,36.7,64.9,28.4,0.0,23.0,20,10,-3
Carboni A.,D,Ds;Dc,MON,3,0.9,6.0,0.5,0.0,0.0,0.0,9,6.0,5.663,5.603,0.166,0.0303,0.43,0.011,0.034,0.157,0.0,2.0,0.719,0.347,0.044,0.017,0.044,0.633,0.9337,1.178,110,6,0,0.428,2,0,180,True,1.0,0.431,0.4606,176.1,179.9,181.4,5.3,4.7,9.0,5,3,-4
Jean,D,Dc,LEC,2,0.4,6.0,0.5,0.0,0.0,0.0,4,2.0,5.783,5.775,0.025,,0.303,0.0,0.0,0.0,0.0,2.0,0.025,0.029,0.004,0.003,0.004,0.058,0.9201,1.029,60,4,0,0.233,0,0,0,False,0.0,0.4309,0.4465,63.3,63.7,71.7,8.4,0.0,4.0,3,2,-1
Ndaba,D,Ds;E,LEC,2,0.5,6.0,0.5,0.0,0.0,0.0,5,1.0,5.5,5.5,0.0,,0.237,,,,,1.0,0.129,0.051,0.022,0.009,0.022,0.338,0.9201,1.029,0,0,0,0.0,1,1,135,True,0.5,0.4308,0.4308,170.1,179.0,187.0,16.9,3.8,5.0,3,2,-2
Gineitis,C,M;C,TOR,5,1.2,6.0,0.5,0.0,0.0,0.0,12,4.0,5.927,5.968,0.066,-0.049,0.441,0.055,0.036,0.182,0.0,3.0,1.185,1.753,0.082,0.127,0.082,1.568,0.9571,1.436,151,9,0,0.587,2,0,157,True,1.0,0.4306,0.4722,180.0,187.6,187.9,7.9,4.9,12.0,7,4,-5
Gaetano,C,M;C,ATA,7,3.0,6.0,0.5,0.0,0.0,0.0,30,5.0,6.063,4.868,2.434,1.204,0.526,0.118,0.105,0.079,0.013,4.0,2.943,1.733,0.235,0.161,0.218,2.164,1.0354,2.298,163,9,1,0.934,2,0,180,True,1.0,0.4305,0.5006,179.0,187.3,189.2,10.2,4.6,30.0,17,9,-13
Loftus-Cheek,C,C;T,MIL,4,1.6,6.0,0.5,0.0,0.0,0.0,16,3.0,6.023,6.027,0.118,-0.01,0.596,0.132,0.029,0.147,0.0,3.0,2.978,1.655,0.187,0.105,0.187,1.671,1.0464,2.419,233,11,1,1.0,2,0,115,True,1.0,0.4303,0.5062,181.1,182.3,185.9,4.8,0.0,16.0,9,5,-7
Matic,C,M;C,SAS,6,1.5,6.0,0.5,0.0,0.0,0.0,15,3.0,4.007,4.04,2.858,-0.1,0.895,0.044,0.044,0.162,0.0,2.0,0.529,1.812,0.025,0.073,0.025,0.442,0.9714,1.594,71,8,0,0.276,2,0,163,True,1.0,0.4303,0.4489,175.4,183.9,187.0,11.6,1.2,15.0,8,5,-7
Fitz-Jim,C,M;C,TOR,5,1.8,6.0,0.5,0.0,0.0,0.0,18,,,,,,,,,,,,,,,,,,0.9571,1.436,167,10,1,0.949,2,0,180,True,1.0,0.4303,0.5017,167.9,172.7,172.7,4.8,0.0,18.0,10,5,-8
El Azzouzi O.,C,M;C,BOL,2,1.0,6.0,0.5,0.0,0.0,0.0,10,,,,,,,,,,,1.0,0.472,0.957,0.082,0.166,0.082,0.346,1.004,1.952,445,11,1,1.0,1,0,79,True,0.5,0.4302,0.5061,161.1,167.3,168.0,6.9,0.0,10.0,6,3,-4
Folorunsho,C,C;T,MON,4,1.7,6.0,0.5,0.0,0.0,0.0,17,3.0,6.007,6.0,0.033,0.02,0.632,0.097,0.014,0.181,0.0,3.0,2.396,1.033,0.128,0.05,0.128,1.516,0.9337,1.178,204,17,1,1.0,0,1,36,False,0.0,0.4301,0.506,123.2,124.1,124.9,1.7,0.0,17.0,9,5,-8
Duncan,C,C,VEN,2,0.4,6.0,0.5,0.0,0.0,0.0,4,10.0,5.937,5.944,0.122,-0.0059,0.608,0.056,0.087,0.156,0.0,3.0,1.128,1.516,0.069,0.102,0.069,1.058,0.9494,1.351,142,7,1,0.852,0,0,0,False,0.0,0.4284,0.4912,122.4,122.4,123.0,0.6,0.0,4.0,3,2,-1
Marin R.,D,Dc,NAP,2,0.8,6.0,0.5,0.0,0.0,0.0,8,1.0,6.0,6.0,0.0,,0.079,,,,,1.0,0.086,0.022,0.006,0.002,0.006,0.207,1.0241,2.173,15,3,0,0.058,2,0,171,True,1.0,0.4284,0.4322,175.0,201.8,202.4,27.4,26.6,8.0,5,3,-3
Havel,A,Pc,GEN,4,0.5,6.0,0.5,0.0,0.0,0.0,5,,,,,,,,,,,,,,,,,,0.9593,1.46,165,4,1,0.942,0,1,0,False,0.0,0.4282,0.4987,138.7,143.1,144.4,5.7,27.8,5.0,5,3,0
Sow,C,M;C,GEN,7,1.5,6.0,0.5,0.0,0.0,0.0,15,,,,,,,,,,,,,,,,,,0.9593,1.46,165,10,1,0.942,1,1,73,True,0.5,0.4276,0.498,161.1,167.3,168.0,6.9,0.0,15.0,8,5,-7
Messias,C,W;T,GEN,4,0.8,6.0,0.5,0.0,0.0,0.0,8,6.0,6.12,6.1,0.102,-0.0034,0.61,0.173,0.065,0.094,0.007,4.0,2.081,1.295,0.192,0.115,0.158,2.016,0.9593,1.46,438,17,1,1.0,0,2,56,False,0.0,0.4272,0.5026,126.4,137.3,137.3,10.9,0.0,8.0,5,3,-3
Chakvetadze,C,W;T,UDI,2,0.6,6.0,0.5,0.0,0.0,0.0,6,,,,,,,,,,,,,,,,,,0.965,1.523,184,5,1,1.0,0,0,0,False,0.0,0.4264,0.5017,138.7,143.1,144.4,5.7,0.0,6.0,4,2,-2
Bowie,A,Pc,SAS,9,3.2,6.0,0.5,0.0,0.0,0.0,32,1.0,5.96,5.96,0.0,,0.368,0.286,0.0,0.071,0.0,1.0,4.099,0.441,0.305,0.033,0.305,2.453,0.9714,1.594,133,4,1,0.817,2,0,160,True,1.0,0.4263,0.4858,179.0,203.1,203.6,24.6,87.8,32.0,27,14,-5
Pieragnolo,D,Ds;E,SAS,1,0.1,6.0,0.5,0.0,0.0,0.0,1,1.0,,,0.0,,,,,,,,,,,,,,0.9714,1.594,366,2,1,1.0,0,0,0,False,0.0,0.4262,0.5014,138.7,143.1,144.4,5.7,0.0,1.0,1,1,0
Lisman,A,W;A,VEN,1,0.1,6.0,0.5,0.0,0.0,0.0,1,,,,,,,,,,,,,,,,,,0.9494,1.351,308,4,1,1.0,0,1,0,False,0.0,0.4262,0.5014,138.7,143.1,144.4,5.7,27.8,1.0,2,1,1
Holm,D,Dd;E,BOL,6,1.3,6.0,0.5,0.0,0.0,0.0,13,5.0,6.015,4.806,2.404,1.206,0.447,0.059,0.103,0.191,0.0,4.0,1.376,1.581,0.126,0.13,0.126,1.315,1.004,1.952,250,15,0,0.7,1,1,93,True,0.5,0.4261,0.4761,177.7,177.8,181.4,3.7,2.6,13.0,7,4,-6
Cacciamani,C,E;W,TOR,6,2.4,6.0,0.5,0.0,0.0,0.0,24,1.0,6.0,6.0,0.0,,0.026,,,,,,,,,,,,0.9571,1.436,0,0,0,0.0,2,0,171,True,1.0,0.426,0.426,175.0,201.8,202.4,27.4,19.1,24.0,14,7,-10
Perez K.,C,C;T,VEN,5,1.5,6.0,0.5,0.0,0.0,0.0,15,1.0,6.03,6.03,0.0,,0.421,0.062,0.062,0.25,0.0,1.0,1.355,1.047,0.108,0.083,0.108,1.035,0.9494,1.351,242,11,0,0.7,2,0,150,True,1.0,0.4258,0.4758,181.2,190.6,190.9,9.7,7.9,15.0,8,5,-7
Kambwala,D,Dd;Dc,COM,3,0.8,6.0,0.5,0.0,0.0,0.0,8,,,,,,,,,,,,,,,,,,1.0068,1.982,306,4,1,1.0,0,1,0,False,0.0,0.4258,0.501,138.7,143.1,144.4,5.7,0.0,8.0,5,3,-3
Bobcek,A,Pc,FRO,9,3.1,6.0,0.5,0.0,0.0,0.0,31,,,,,,,,,,,,,,,,,,0.9827,1.718,245,7,1,1.0,0,0,0,False,0.0,0.4255,0.5006,138.7,143.1,144.4,5.7,27.8,31.0,27,14,-4
Mlacic,D,Dc,UDI,1,0.3,6.0,0.5,0.0,0.0,0.0,3,1.0,5.83,5.83,0.0,,0.079,,,,,1.0,,0.054,,,,,0.965,1.523,0,0,0,0.0,0,1,0,False,0.0,0.4254,0.4254,34.2,34.7,65.9,31.7,0.0,3.0,2,2,-1
Cittadini,D,Dc,FRO,4,0.8,6.0,0.5,0.0,0.0,0.0,8,1.0,6.0,6.0,0.0,,0.079,,,,,1.0,,0.0,,,,,0.9827,1.718,15,2,0,0.058,1,1,106,True,0.5,0.4252,0.4289,172.0,189.9,190.6,18.6,14.7,8.0,5,3,-3
Neres,A,W;A,NAP,6,2.0,6.0,0.5,0.0,0.0,0.0,20,2.0,6.233,6.255,0.065,,0.539,0.122,0.195,0.122,0.0,2.0,1.988,3.581,0.183,0.293,0.183,1.882,1.0241,2.173,432,13,1,1.0,0,2,10,False,0.0,0.4247,0.4997,109.8,115.0,115.1,5.3,0.0,20.0,17,9,-3
Correia T.,D,Dd;E,VEN,5,1.2,6.0,0.5,0.0,0.0,0.0,12,1.0,,,0.0,,,,,,,,,,,,,,0.9494,1.351,421,9,1,1.0,1,1,88,True,0.5,0.4247,0.4997,161.1,167.3,168.0,6.9,0.0,12.0,7,4,-5
Birligea,A,Pc,FRO,5,1.1,6.0,0.5,0.0,0.0,0.0,11,,,,,,,,,,,,,,,,,,0.9827,1.718,242,10,1,1.0,0,1,1,False,0.0,0.4244,0.4993,138.7,143.1,144.4,5.7,27.8,11.0,10,5,-1
Badiashile,D,Dc,NAP,7,1.8,6.0,0.5,0.0,0.0,0.0,18,,,,,,,,,,,,,,,,,,1.0241,2.173,415,12,1,1.0,0,0,0,False,0.0,0.4242,0.499,138.7,143.1,144.4,5.7,0.0,18.0,10,5,-8
Frigan,A,A,PAR,4,0.6,6.0,0.5,0.0,0.0,0.0,6,1.0,,,0.0,,,,,,,,,,,,,,0.9545,1.408,367,6,1,1.0,0,2,0,False,0.0,0.4242,0.499,138.7,143.1,144.4,5.7,27.8,6.0,6,3,0
Casale,D,Dc,BOL,3,0.5,6.0,0.5,0.0,0.0,0.0,5,5.0,5.648,5.762,0.142,-0.077,0.563,0.01,0.031,0.227,0.0,4.0,0.627,0.264,0.039,0.017,0.039,0.394,1.004,1.952,175,14,0,0.681,0,1,0,False,0.0,0.424,0.4722,105.3,107.2,113.4,8.1,0.0,5.0,3,2,-2
Hien,D,Dc,ATA,7,1.1,6.0,0.5,0.0,0.0,0.0,11,4.0,5.93,5.938,0.016,-0.009,0.73,0.009,0.0,0.252,0.0,4.0,0.919,0.074,0.027,0.003,0.027,0.291,1.0354,2.298,231,13,1,1.0,0,0,0,False,0.0,0.4234,0.4981,136.2,141.0,141.3,5.1,0.0,11.0,6,3,-5
Trepy,A,Pc,CAG,1,0.2,6.0,0.5,0.0,0.0,0.0,2,1.0,5.67,5.67,0.0,,0.079,,,,,1.0,0.598,0.146,,,,,0.9604,1.472,0,0,0,0.0,0,0,0,False,0.0,0.4234,0.4234,33.5,33.8,64.6,31.1,0.0,2.0,3,2,1
